sheet	block	row	pno	pname	mach	tool	dwg	rev	std	note	grey
BALL(1)	1	25	1061	ID GRIND	BRYANT ⏎ (ID≦φ15.875MAX)	LOADER	4559-06-		Usually not selected.2017/04/03		0
BALL(1)	1	26	1061	ID GRIND	BRYANT ⏎ (ID≦φ15.875MAX)	LOADER	4559-41-		Standard		0
BALL(1)	1	27	1061	ID GRIND	BRYANT ⏎ (ID≦φ15.875MAX)	PRESSURE ROTOR	4559-17-		・TYPE＿＿＿ ・Select from existing products as much as possible.		0
BALL(1)	1	28	1061	ID GRIND	BRYANT ⏎ (ID≦φ15.875MAX)	PLUG GAUGE	4559-18-		SAME SETTING GAUGEとTYPE＿＿＿		0
BALL(1)	1	29	1061	ID GRIND	BRYANT ⏎ (ID≦φ15.875MAX)	SETTING GAUGE	4559-19-		SAME PRESSURE ROTOR TYPE＿＿＿		0
BALL(1)	1	30	1061	ID GRIND	BRYANT ⏎ (ID≦φ15.875MAX)	MASTER RING GAUGE	4559-20-		ID＿＿＿ SAME FRONT PLATE "A"		0
BALL(1)	1	31	1061	ID GRIND	KS-B22G ⏎ (ID≦φ15.875MAX)	JAW	4027-01-			RE33042	0
BALL(1)	1	32	1061	ID GRIND	KS-B22G ⏎ (ID≦φ15.875MAX)	BACK PLATE	4027-02-				0
BALL(1)	1	33	1241	SUPER FINISH	KS-H70	FINISH WHEEL SIZE			・WA or CRYSTAL ・SIZE ID＿＿＿＿ OD＿＿＿＿＿		0
BALL(1)	1	34	1241	SUPER FINISH	KS-H70	GRINDSTONE BASE	4691-04-		・WA or CRYSTAL ・SIZE ID＿＿＿＿ OD＿＿＿＿＿		1
BALL(1)	1	35	1241	SUPER FINISH	KS-H70	ROUGH WHEEL SIZE	4691-20-		・#800 ・SIZE ID＿＿＿＿ OD＿＿＿＿＿		0
BALL(1)	1	36	1241	SUPER FINISH	KS-H70	STONE HOLDER	4691-01-		・ROUGH/FINISH=2pcs ・SIZE ID＿＿＿＿ OD＿＿＿＿＿		0
BALL(1)	1	37	1241	SUPER FINISH	KS-H70	COLLET（A）	4691-03-		ID＜Φ12.7		0
BALL(1)	1	38	1241	SUPER FINISH	KS-H70	COLLET ADAPTER	4691-10-		ID＜Φ12.7		0
BALL(1)	1	39	1241	SUPER FINISH	KS-H70	COLLET	4691-19-		Φ12.7≦ID＜Φ41.7 AC7XXXX (TEIKOKU CHUCK)		0
BALL(1)	1	40	1241	SUPER FINISH	KS-H70	COLLET BODY	4691-18-		Φ12.7≦ID＜Φ41.7 AC-8XXX (TEIKOKU CHUCK)		0
BALL(1)	1	41	1241	SUPER FINISH	KS-H70	STOPPER	4691-02-		Φ12.7≦ID＜Φ41.7		0
BALL(1)	1	42	1241	SUPER FINISH	KS-H70	END BLOCK	4907-01-		Φ20＜OD≦Φ40, 14＜W＜26, ⏎ If these conditions cannot be satisfied...Automatic supply not possible		0
BALL(1)	1	43	1241	SUPER FINISH	KS-H70	FINGER CHUCK	4907-03-				0
BALL(2)	1	8	1021	FACE GRIND	SEIBU	CARRIER	4556-01-				0
BALL(2)	1	9	1021	FACE GRIND	SEIBU	CHUTE COVER	4866-14-				0
BALL(2)	1	10	1021	FACE GRIND	HAMAI	CARRIER	4564-03-				0
BALL(2)	1	11	1041	SPHERICAL ⏎ GRIND	KS400 ⏎ B1～B2 ⏎ (OD≦φ32MAX )	WORK DRIVER	4664-01-		Select from existing products as much as possible	RE33037	0
BALL(2)	1	12	1041	SPHERICAL ⏎ GRIND	KS400 ⏎ B1～B2 ⏎ (OD≦φ32MAX )	LOADING CHUTE	4664-02-				0
BALL(2)	1	13	1041	SPHERICAL ⏎ GRIND	KS400 ⏎ B1～B2 ⏎ (OD≦φ32MAX )	SUPPORT BLOCK	4664-03-				0
BALL(2)	1	14	1041	SPHERICAL ⏎ GRIND	KS400 ⏎ B1～B2 ⏎ (OD≦φ32MAX )	PLUG（A)	4664-06-		FIRST CHECK. PLUG(B)		0
BALL(2)	1	15	1041	SPHERICAL ⏎ GRIND	KS400 ⏎ B1～B2 ⏎ (OD≦φ32MAX )	PLUG（B)	4664-07-				0
BALL(2)	1	16	1041	SPHERICAL ⏎ GRIND	KS400 ⏎ B1～B2 ⏎ (OD≦φ32MAX )	PLUG（A)	4664-21-				0
BALL(2)	1	17	1041	SPHERICAL ⏎ GRIND	KS400 ⏎ B1～B2 ⏎ (OD≦φ32MAX )	PLUG（B)	4664-22-				0
BALL(2)	1	18	1061	ID GRIND	KS-B22G ⏎ (ID≦φ15.875MAX)	JAW	4027-01-			RE33042	0
BALL(2)	1	19	1061	ID GRIND	KS-B22G ⏎ (ID≦φ15.875MAX)	BACK PLATE	4027-02-				0
BALL(2)	1	20	1061	ID GRIND	KS-B80 ⏎ (φ15.875≦ID＜Φ54)	JAW	4021-01-			RE33041	0
BALL(2)	1	21	1061	ID GRIND	KS-B80 ⏎ (φ15.875≦ID＜Φ54)	BACK PLATE	4021-02-				0
BALL(2)	1	22	1061	ID GRIND	KS-B80 ⏎ (φ15.875≦ID＜Φ54)	QUILL	4021-03-		CHECK ONLY		0
BALL(2)	1	23	1061	ID GRIND	KS-B80 ⏎ (φ15.875≦ID＜Φ54)	QUILL BOLT	4021-04-				0
BALL(2)	1	24	1061	ID GRIND	KS-B80 ⏎ (φ15.875≦ID＜Φ54)	WHEEL	4021-05-				0
BALL(2)	1	25	1241	SUPER FINISH	KS-H70	FINISH WHEEL SIZE			・WA or CRYSTAL ・SIZE ID＿＿＿＿ OD＿＿＿＿＿		0
BALL(2)	1	26	1241	SUPER FINISH	KS-H70	GRINDSTONE BASE	4691-04-		・WA or CRYSTAL ・SIZE ID＿＿＿＿ OD＿＿＿＿＿		1
BALL(2)	1	27	1241	SUPER FINISH	KS-H70	ROUGH WHEEL SIZE	4691-20-		・#800 ・SIZE ID＿＿＿＿ OD＿＿＿＿＿		0
BALL(2)	1	28	1241	SUPER FINISH	KS-H70	STONE HOLDER	4691-01-		・ROUGH/FINISH=2pcs ・SIZE ID＿＿＿＿ OD＿＿＿＿＿		0
BALL(2)	1	29	1241	SUPER FINISH	KS-H70	COLLET（A）	4691-03-		ID＜Φ12.7		0
BALL(2)	1	30	1241	SUPER FINISH	KS-H70	COLLET ADAPTER	4691-10-		ID＜Φ12.7		0
BALL(2)	1	31	1241	SUPER FINISH	KS-H70	COLLET	4691-19-		Φ12.7≦ID＜Φ41.7 AC7XXXX (TEIKOKU CHUCK)		0
BALL(2)	1	32	1241	SUPER FINISH	KS-H70	COLLET BODY	4691-18-		Φ12.7≦ID＜Φ41.7 AC-8XXX (TEIKOKU CHUCK)		0
BALL(2)	1	33	1241	SUPER FINISH	KS-H70	STOPPER	4691-02-		Φ12.7≦ID＜Φ41.7		0
BALL(2)	1	34	1241	SUPER FINISH	KS-H70	END BLOCK	4907-01-		Φ20＜OD≦Φ40, 14＜W＜26, ⏎ If these conditions cannot be satisfied...Automatic supply not possible		0
BALL(2)	1	35	1241	SUPER FINISH	KS-H70	FINGER CHUCK	4907-03-				0
BALL(3)	1	8	1021	FACE GRIND	SEIBU	CARRIER	4556-01-				0
BALL(3)	1	9	1021	FACE GRIND	SEIBU	CHUTE COVER	4866-14-				0
BALL(3)	1	10	1021	FACE GRIND	HAMAI	CARRIER	4564-03-				0
BALL(3)	1	11	1041	SPHERICAL ⏎ GRIND	KS400 ⏎ B1～B2 ⏎ (OD≦φ32MAX)	WORK DRIVER	4664-01-		Select from existing products as much as possible	RE33037	0
BALL(3)	1	12	1041	SPHERICAL ⏎ GRIND	KS400 ⏎ B1～B2 ⏎ (OD≦φ32MAX)	LOADING CHUTE	4664-02-				0
BALL(3)	1	13	1041	SPHERICAL ⏎ GRIND	KS400 ⏎ B1～B2 ⏎ (OD≦φ32MAX)	SUPPORT BLOCK	4664-03-				0
BALL(3)	1	14	1041	SPHERICAL ⏎ GRIND	KS400 ⏎ B1～B2 ⏎ (OD≦φ32MAX)	PLUG（A)	4664-06-		FIRST CHECK. PLUG(B)		0
BALL(3)	1	15	1041	SPHERICAL ⏎ GRIND	KS400 ⏎ B1～B2 ⏎ (OD≦φ32MAX)	PLUG（B)	4664-07-				0
BALL(3)	1	16	1041	SPHERICAL ⏎ GRIND	KS400 ⏎ B1～B2 ⏎ (OD≦φ32MAX)	PLUG（A)	4664-21-				0
BALL(3)	1	17	1041	SPHERICAL ⏎ GRIND	KS400 ⏎ B1～B2 ⏎ (OD≦φ32MAX)	PLUG（B)	4664-22-				0
BALL(3)	1	18	1041	SPHERICAL ⏎ GRIND	KS-400B5 ⏎ (OD≦φ35MAX)	WORK CLAMP	4906-01-				0
BALL(3)	1	19	1041	SPHERICAL ⏎ GRIND	KS-400B5 ⏎ (OD≦φ35MAX)	SHAFT	4906-02-				0
BALL(3)	1	20	1041	SPHERICAL ⏎ GRIND	KS-400B5 ⏎ (OD≦φ35MAX)	WORK CHUTE	4906-03-				0
BALL(3)	1	21	1041	SPHERICAL ⏎ GRIND	KS-400B5 ⏎ (OD≦φ35MAX)	WORK LOADER	4906-04-				0
BALL(3)	1	22	1041	SPHERICAL ⏎ GRIND	KS-400B5 ⏎ (OD≦φ35MAX)	WORK CHUCK	4906-05-				0
BALL(3)	1	23	1041	SPHERICAL ⏎ GRIND	KS-400B5 ⏎ (OD≦φ35MAX)	WORK HOLDER	4906-06-				0
BALL(3)	1	24	1041	SPHERICAL ⏎ GRIND	KS-400B5 ⏎ (OD≦φ35MAX)	CHUCK JAW	4906-08-				0
BALL(3)	1	25	1041	SPHERICAL ⏎ GRIND	KS-400B5 ⏎ (OD≦φ35MAX)	WORK CHUTE GUIDE	4906-09- ⏎ 4906-15-				0
BALL(3)	1	26	1041	SPHERICAL ⏎ GRIND	KS-400B5 ⏎ (OD≦φ35MAX)	STOPPER	4906-11-				0
BALL(3)	1	27	1041	SPHERICAL ⏎ GRIND	KS-400B5 ⏎ (OD≦φ35MAX)	MASTER RING FOR JAW	4906-12-				0
BALL(3)	1	28	1041	SPHERICAL ⏎ GRIND	KS-400B5 ⏎ (OD≦φ35MAX)	ROTARY DRESSER	4800-42-				0
BALL(3)	1	29	1041	SPHERICAL ⏎ GRIND	KS-500RD ⏎ （Φ27≦OD＜Φ51)	WORK DRIVER	4033-01-				0
BALL(3)	1	30	1041	SPHERICAL ⏎ GRIND	KS-500RD ⏎ （Φ27≦OD＜Φ51)	PINTLE	4033-02-				0
BALL(3)	1	31	1041	SPHERICAL ⏎ GRIND	KS-500RD ⏎ （Φ27≦OD＜Φ51)	FRONT SHOE	4033-03-				0
BALL(3)	1	32	1061	ID GRIND	BRYANT ⏎ (ID≦φ15.875MAX)	FRONT PLATE	4559-01-		・"A"Φ＿＿＿ TYPE＿＿＿ ・Select from existing products as much as possible.	RE33038	0
BALL(3)	1	33	1061	ID GRIND	BRYANT ⏎ (ID≦φ15.875MAX)	CHUTE COVER	4559-04-		SAME FLONT PLATE TYPE＿＿		0
BALL(3)	1	34	1061	ID GRIND	BRYANT ⏎ (ID≦φ15.875MAX)	ROLLER SHOE ASSY	4559-05-		Usually not selected.2017/04/03		0
BALL(3)	1	35	1061	ID GRIND	BRYANT ⏎ (ID≦φ15.875MAX)	ROLLER SHOE	(4559-05-				0
BALL(3)	1	36	1061	ID GRIND	BRYANT ⏎ (ID≦φ15.875MAX)	SHAFT	(4559-08-				0
BALL(3)	1	37	1061	ID GRIND	BRYANT ⏎ (ID≦φ15.875MAX)	ROLLER	(4559-08-				0
BALL(3)	1	38	1061	ID GRIND	BRYANT ⏎ (ID≦φ15.875MAX)	COMPAX SHOE	4559-40-		Standard		0
BALL(3)	1	39	1061	ID GRIND	BRYANT ⏎ (ID≦φ15.875MAX)	LOADER	4559-06-		Usually not selected.2017/04/03		0
BALL(3)	1	40	1061	ID GRIND	BRYANT ⏎ (ID≦φ15.875MAX)	LOADER	4559-41-		Standard		0
BALL(3)	1	41	1061	ID GRIND	BRYANT ⏎ (ID≦φ15.875MAX)	PRESSURE ROTOR	4559-17-		・TYPE＿＿＿ ・Select from existing products as much as possible.		0
BALL(3)	1	42	1061	ID GRIND	BRYANT ⏎ (ID≦φ15.875MAX)	PLUG GAUGE	4559-18-		SAME SETTING GAUGEとTYPE＿＿＿		0
BALL(3)	1	43	1061	ID GRIND	BRYANT ⏎ (ID≦φ15.875MAX)	SETTING GAUGE	4559-19-		SAME PRESSURE ROTOR TYPE＿＿＿		0
BALL(3)	1	44	1061	ID GRIND	KS-B22G ⏎ (ID≦φ15.875MAX)	JAW	4027-01-			RE33042	0
BALL(3)	1	45	1061	ID GRIND	KS-B22G ⏎ (ID≦φ15.875MAX)	BACK PLATE	4027-02-				0
BALL(3)	1	46	1061	ID GRIND	KS-B80 ⏎ (φ15.875≦ID＜Φ54)	JAW	4021-01-			RE33041	0
BALL(3)	1	47	1061	ID GRIND	KS-B80 ⏎ (φ15.875≦ID＜Φ54)	BACK PLATE	4021-02-				0
BALL(3)	1	48	1061	ID GRIND	KS-B80 ⏎ (φ15.875≦ID＜Φ54)	QUILL	4021-03-		CHECK ONLY		0
BALL(3)	1	49	1061	ID GRIND	KS-B80 ⏎ (φ15.875≦ID＜Φ54)	QUILL BOLT	4021-04-				0
BALL(3)	1	50	1061	ID GRIND	KS-B80 ⏎ (φ15.875≦ID＜Φ54)	WHEEL	4021-05-				0
BALL(3)	1	51	1081	SUPER FINISH	KS-H70	FINISH WHEEL SIZE			・WA or CRYSTAL ・SIZE ID＿＿＿＿ OD＿＿＿＿＿		0
BALL(3)	1	52	1081	SUPER FINISH	KS-H70	GRINDSTONE BASE	4691-04-		・WA or CRYSTAL ・SIZE ID＿＿＿＿ OD＿＿＿＿＿		1
BALL(3)	1	53	1081	SUPER FINISH	KS-H70	ROUGH WHEEL SIZE	4691-20-		・#800 ・SIZE ID＿＿＿＿ OD＿＿＿＿＿		0
BALL(3)	1	54	1081	SUPER FINISH	KS-H70	STONE HOLDER	4691-01-		・ROUGH/FINISH=2pcs ・SIZE ID＿＿＿＿ OD＿＿＿＿＿		0
BALL(3)	1	55	1081	SUPER FINISH	KS-H70	COLLET（A）	4691-03-		ID＜Φ12.7		0
BALL(3)	1	56	1081	SUPER FINISH	KS-H70	COLLET ADAPTER	4691-10-		ID＜Φ12.7		0
BALL(3)	1	57	1081	SUPER FINISH	KS-H70	COLLET	4691-19-		Φ12.7≦ID＜Φ41.7 AC7XXXX (TEIKOKU CHUCK)		0
BALL(3)	1	58	1081	SUPER FINISH	KS-H70	COLLET BODY	4691-18-		Φ12.7≦ID＜Φ41.7 AC-8XXX (TEIKOKU CHUCK)		0
BALL(3)	1	59	1081	SUPER FINISH	KS-H70	STOPPER	4691-02-		Φ12.7≦ID＜Φ41.7		0
BALL(3)	1	60	1081	SUPER FINISH	KS-H70	END BLOCK	4907-01-		Φ20＜OD≦Φ40, 14＜W＜26, ⏎ If these conditions cannot be satisfied...Automatic supply not possible		0
BALL(3)	1	61	1081	SUPER FINISH	KS-H70	FINGER CHUCK	4907-03-				0
BALL(3)	1	62	1081	SUPER FINISH	RA-10	SPHERICITY MEASURING ⏎ JIG ASSY	9901-21-				0
BALL(3)	1	63	1081	SUPER FINISH	RA-10	BASE	9901-21-		UK BALL Roundness measuring jig ⏎ ONLY UK-BALL		0
BALL(3)	1	64	1081	SUPER FINISH	RA-10	PIN	9901-21-				0
BALL(4)	1	8	1021	FACE GRIND	SEIBU	CARRIER	4556-01-				0
BALL(4)	1	9	1021	FACE GRIND	SEIBU	CHUTE COVER	4866-14-				0
BALL(4)	1	10	1021	FACE GRIND	HAMAI	CARRIER	4564-03-				0
BALL(4)	1	11	1061	ID GRIND	KS-B22G ⏎ (ID≦φ15.875MAX)	JAW	4027-01-			RE33042	0
BALL(4)	1	12	1061	ID GRIND	KS-B22G ⏎ (ID≦φ15.875MAX)	BACK PLATE	4027-02-				0
BALL(4)	1	13	1061	ID GRIND	KS-B80 ⏎ (φ15.875≦ID＜Φ54)	JAW	4021-01-			RE33041	0
BALL(4)	1	14	1061	ID GRIND	KS-B80 ⏎ (φ15.875≦ID＜Φ54)	BACK PLATE	4021-02-				0
BALL(4)	1	15	1061	ID GRIND	KS-B80 ⏎ (φ15.875≦ID＜Φ54)	QUILL	4021-03-		CHECK ONLY		0
BALL(4)	1	16	1061	ID GRIND	KS-B80 ⏎ (φ15.875≦ID＜Φ54)	QUILL BOLT	4021-04-				0
BALL(4)	1	17	1061	ID GRIND	KS-B80 ⏎ (φ15.875≦ID＜Φ54)	WHEEL	4021-05-				0
BALL(4)	1	18	1041	SPHERICAL ⏎ GRIND	KN-312A	ARBOR	4828-01-			RE33032	0
BALL(4)	1	19	1041	SPHERICAL ⏎ GRIND	KN-312A	NUT	4828-02-				0
BALL(4)	1	20	1241	SUPER FINISH	KS-H70	FINISH WHEEL SIZE			・WA or CRYSTAL ・SIZE ID＿＿＿＿ OD＿＿＿＿＿		0
BALL(4)	1	21	1241	SUPER FINISH	KS-H70	GRINDSTONE BASE	4691-04-		・WA or CRYSTAL ・SIZE ID＿＿＿＿ OD＿＿＿＿＿		1
BALL(4)	1	22	1241	SUPER FINISH	KS-H70	ROUGH WHEEL SIZE	4691-20-		・#800 ・SIZE ID＿＿＿＿ OD＿＿＿＿＿		0
BALL(4)	1	23	1241	SUPER FINISH	KS-H70	STONE HOLDER	4691-01-		・ROUGH/FINISH=2pcs ・SIZE ID＿＿＿＿ OD＿＿＿＿＿		0
BALL(4)	1	24	1241	SUPER FINISH	KS-H70	COLLET（A）	4691-03-		ID＜Φ12.7		0
BALL(4)	1	25	1241	SUPER FINISH	KS-H70	COLLET ADAPTER	4691-10-		ID＜Φ12.7		0
BALL(4)	1	26	1241	SUPER FINISH	KS-H70	COLLET	4691-19-		Φ12.7≦ID＜Φ41.7 AC7XXXX (TEIKOKU CHUCK)		0
BALL(4)	1	27	1241	SUPER FINISH	KS-H70	COLLET BODY	4691-18-		Φ12.7≦ID＜Φ41.7 AC-8XXX (TEIKOKU CHUCK)		0
BALL(4)	1	28	1241	SUPER FINISH	KS-H70	STOPPER	4691-02-		Φ12.7≦ID＜Φ41.7		0
BALL(4)	1	29	1241	SUPER FINISH	KS-H70	END BLOCK	4907-01-		Φ20＜OD≦Φ40, 14＜W＜26, ⏎ If these conditions cannot be satisfied...Automatic supply not possible		0
BALL(4)	1	30	1241	SUPER FINISH	KS-H70	FINGER CHUCK	4907-03-				0
BALL(内径にTFE)	3	94	1021 ⏎ 1031	FACE GRIND ⏎ FACE LAP	SEIBU	CARRIER	4556-01-			巾7mm以下の場合： ⏎ 西部・浜井両方選定 ⏎ ボール入りインナーの場合： ⏎ 浜井のみ選定	0
BALL(内径にTFE)	3	95	1021 ⏎ 1031	FACE GRIND ⏎ FACE LAP	SEIBU	BASE PLATE	4866-10-	N/C			0
BALL(内径にTFE)	3	96	1021 ⏎ 1031	FACE GRIND ⏎ FACE LAP	SEIBU	PLATE	4866-10-	N/C			0
BALL(内径にTFE)	3	97	1021 ⏎ 1031	FACE GRIND ⏎ FACE LAP	SEIBU	CHUTE COVER	4866-14-				0
BALL(内径にTFE)	3	98	1021 ⏎ 1031	FACE GRIND ⏎ FACE LAP	HAMAI	CARRIER	4564-03-				0
BALL(内径にTFE)	3	99	1061	ID GRIND	KS-B22G	JAW	4027-01-			ID≦φ15.875	0
BALL(内径にTFE)	3	100	1061	ID GRIND	KS-B22G	BACK PLATE	4027-02-				0
BALL(内径にTFE)	3	101	1061	ID GRIND	KS-B80	JAW	4021-01-			球径：54mmMAX ⏎ 巾：14mmMIN ⏎ 内径：8.4mmMIN ⏎ ⏎ (把握能力：90mm(?)MAX)	0
BALL(内径にTFE)	3	102	1061	ID GRIND	KS-B80	BACK PLATE	4021-02-				0
BALL(内径にTFE)	3	103	1061	ID GRIND	KS-B80	QUILL	4021-03-		妥当なサイズがあるか確認する事		0
BALL(内径にTFE)	3	104	1061	ID GRIND	KS-B80	QUILL BOLT	4021-04-		妥当なサイズがあるか確認する事		0
BALL(内径にTFE)	3	105	1061	ID GRIND	KS-B80	WHEEL	4021-05-		妥当なサイズがあるか確認する事		0
BALL(内径にTFE)	3	106	1041	SPHERICAL ⏎ GRIND	KN-312A	ARBOR	4828-01-				0
BALL(内径にTFE)	3	107	1041	SPHERICAL ⏎ GRIND	KN-312A	NUT	4828-02-				0
BALL(内径にTFE)	3	108	1241	SUPER FINISH	⏎ KS H70	FINISH WHEEL SIZE			WA or CRYSTAL スペック→	サイズがあるか確認する事	0
BALL(内径にTFE)	3	109	1241	SUPER FINISH	⏎ KS H70	GRINDSTONE BASE	4691-04-		WA or CRYSTAL 砥石台		1
BALL(内径にTFE)	3	110	1241	SUPER FINISH	⏎ KS H70	ROUGH WHEEL SIZE	4691-20-		#800 スペック→		0
BALL(内径にTFE)	3	111	1241	SUPER FINISH	⏎ KS H70	STONE HOLDER	4691-01-		粗＆仕上げ 各1=計2pcs		0
BALL(内径にTFE)	3	112	1241	SUPER FINISH	⏎ KS H70	COLLET（A）	4691-03-		ID＜12.7		0
BALL(内径にTFE)	3	113	1241	SUPER FINISH	⏎ KS H70	COLLET ADAPTER	4691-10-				0
BALL(内径にTFE)	3	114	1241	SUPER FINISH	⏎ KS H70	COLLET	4691-19-		12.7≦ID＜41.7 AC7XXXX (TEIKOKU CHUCK)		0
BALL(内径にTFE)	3	115	1241	SUPER FINISH	⏎ KS H70	COLLET BODY	4691-18-		12.7≦ID＜41.7 AC-8XXX (TEIKOKU CHUCK)		0
BALL(内径にTFE)	3	116	1241	SUPER FINISH	⏎ KS H70	STOPPER	4691-02-		12.7≦ID＜41.7 段付きカラー		0
BALL(内径にTFE)	3	117	1241	SUPER FINISH	⏎ KS H70	END BLOCK	4907-01-		20＜OD≦40, 14＜W＜26, ⏎ (条件満足できない場合は自動供給不可)	自動供給 ⏎ 可 ・ 不可	0
BALL(内径にTFE)	3	118	1241	SUPER FINISH	⏎ KS H70	FINGER CHUCK	4907-03-				0
BALL(内径にTFE)	3	119	2511	TEFLON BONDING		BONDING ARBOR	BA			技術課選定	0
BALL(内径にTFE)	3	120	2511	TEFLON BONDING		BONDING ARBOR	BA			技術課選定	0
BALL(5)	1	7	1021	FACE GRIND	SEIBU	CARRIER	4556-01-				0
BALL(5)	1	8	1021	FACE GRIND	SEIBU	CHUTE COVER	4866-14-				0
BALL(5)	1	9	1021	FACE GRIND	HAMAI	CARRIER	4564-03-				0
BALL(5)	1	10	1041	SPHERICAL ⏎ GRIND	KS-400B5 ⏎ (OD≦φ35MAX)	WORK CLAMP	4906-01-				0
BALL(5)	1	11	1041	SPHERICAL ⏎ GRIND	KS-400B5 ⏎ (OD≦φ35MAX)	SHAFT	4906-02-				0
BALL(5)	1	12	1041	SPHERICAL ⏎ GRIND	KS-400B5 ⏎ (OD≦φ35MAX)	WORK CHUTE	4906-03-				0
BALL(5)	1	13	1041	SPHERICAL ⏎ GRIND	KS-400B5 ⏎ (OD≦φ35MAX)	WORK LOADER	4906-04-				0
BALL(5)	1	14	1041	SPHERICAL ⏎ GRIND	KS-400B5 ⏎ (OD≦φ35MAX)	WORK CHUCK	4906-05-				0
BALL(5)	1	15	1041	SPHERICAL ⏎ GRIND	KS-400B5 ⏎ (OD≦φ35MAX)	WORK HOLDER	4906-06-				0
BALL(5)	1	16	1041	SPHERICAL ⏎ GRIND	KS-400B5 ⏎ (OD≦φ35MAX)	CHUCK JAW	4906-08-				0
BALL(5)	1	17	1041	SPHERICAL ⏎ GRIND	KS-400B5 ⏎ (OD≦φ35MAX)	WORK CHUTE GUIDE	4906-09- ⏎ 4906-15-				0
BALL(5)	1	18	1041	SPHERICAL ⏎ GRIND	KS-400B5 ⏎ (OD≦φ35MAX)	STOPPER	4906-11-				0
BALL(5)	1	19	1041	SPHERICAL ⏎ GRIND	KS-400B5 ⏎ (OD≦φ35MAX)	MASTER RING FOR JAW	4906-12-				0
BALL(5)	1	20	1041	SPHERICAL ⏎ GRIND	KS-400B5 ⏎ (OD≦φ35MAX)	ROTARY DRESSER	4800-42-				0
